,Unnamed: 0,tweet_id,name,username,tweet,created_at,label
497,497,1565862070259552256,Yeojin.,Yeojinnq,@orjoyi lho kita harus belajar lewat brainly,2022-09-03 00:39:44+00:00,1.0
499,499,1565814478368690176,siiGabut,anakgabutcuy,@FiersaBesari https://t.co/rw7MBX5e81 pasti sudah tau jawabannya,2022-09-02 21:30:37+00:00,1.0
500,500,1565743329299828738,Kenneth 💕,Taevr95,"@tanyakanrl Kim Seokjin Member Red Velvel nder, yang salah satu lagunya 'alcohol free'. Cari aja coba di brainly. Pasti ada",2022-09-02 16:47:54+00:00,1.0
511,511,1565531882175217665,aura,uraaa_1106,@cumavanii Di brainly emang ada 😭,2022-09-02 02:47:41+00:00,1.0
513,513,1565495428703211520,Akar Pohon.,Dheimora,@dinotauwrus Gausah bingung kan ada brainly,2022-09-02 00:22:50+00:00,1.0
515,515,1565356085753839616,naoi 🍒,naonreii,"klau ga tau coba tanya brainly, biasanya dia bisa jawab soal2 itungan https://t.co/CFXBUVtgws",2022-09-01 15:09:08+00:00,1.0
540,540,1564886495290605568,del🐰fb ok!!,Shmjk_,@jayratupark Ogah njir di brainly juga ada,2022-08-31 08:03:09+00:00,1.0
546,546,1564597323237171200,jian ☆,jianutshell,"ngl, aku kangen nugas tinggal nyalin brainly",2022-08-30 12:54:05+00:00,1.0
560,560,1564266198510239746,fckuhaha,idchonestlyhaha,berasa brainly HAHA 😭 https://t.co/dBWCSQ5s9B,2022-08-29 14:58:19+00:00,1.0
568,568,1564215649978949633,ʀ ᴀ ʀ ᴀ,lostxqveen,"@convomfs quotes yearbook punyaku :
""makasih brainly kamu penyelamat hidupku""",2022-08-29 11:37:27+00:00,1.0
571,571,1564133723179585536,ً,Builde,@parkjidhoon Aku pakenya brainly,2022-08-29 06:11:54+00:00,1.0
574,574,1564035849360375809,𝐒hasha²⁵,Ioveshaa,"@ingingambis @schfess Agree!!. Aku selama daring tuh ngang ngong ngang ngong doang. Materi ga dijelasin cuma disuruh nonton yutub tiba tiba dikasih tugas, mau tanya ke gurunya tuh gaenak, kl offline ka kl ga paham bisa langsung tanya. Trs juga kl online tuh biasnya liat brainly",2022-08-28 23:42:59+00:00,1.0
576,576,1563932261040664577,Sohee!,eoheez,@jjongsseng Pertanyaan yang sulit dijawab brainly.,2022-08-28 16:51:22+00:00,1.0
587,587,1563800793916006400,(◕ᴗ◕✿),pastintuy,"@sobathanyut @collegemenfess dahh udhh tenang tenang, pake brainly aja gratis",2022-08-28 08:08:57+00:00,1.0
597,597,1563689159436673024,Nadja Thiara,ThiaraNadja,"@detikcom Meski itu dari brainly, isinya sama kok dengan Undang-Undang Nomor 26 Tahun 2000 tentang Pengadilan Hak Asasi Manusia, terutama pasal 6, 7 dan 8",2022-08-28 00:45:22+00:00,1.0
617,617,1563233385585459202,Aislinn. 🐻,aislienna,@ardhierja Coba tanya sama brainly biasanya dia pinter kk. 2😊,2022-08-26 18:34:17+00:00,1.0
623,623,1563141191780438016,ʚ R ɞ,VC01RYUJIN,@VC04HANNI Brainly banget ga tuh wkwkw jawab dari segala pertanyaan ya 😭,2022-08-26 12:27:56+00:00,1.0
628,628,1562848942567501825,Rei.,Slovmotion,@ssefnum Special thanks to brainly (ini dari replyan orang di base juga sih aku nyontek doang),2022-08-25 17:06:38+00:00,1.0
632,632,1562797884357021696,Bhayang jingga,bhayangjingga,@ayukozil Jawaban nya di brainly... Kak' 😁😁,2022-08-25 13:43:45+00:00,1.0
633,633,1562764431632654336,Diandra,ddinn_14,Udh lah besok liat brainly aja 👍,2022-08-25 11:30:49+00:00,1.0
636,636,1562719357540900865,v,heheinaja,@blublekblublack Tiada hari tanpa brainly,2022-08-25 08:31:43+00:00,1.0
655,655,1562311436201627648,2️⃣0️⃣,MJ_RMCF,"@realmadridindo1 Tinggal search di brainly juga ada sebenernya, emang doi ngeles gamau keliatan salah🤣 https://t.co/3D2BHCpfo1",2022-08-24 05:30:47+00:00,1.0
662,662,1562058195849265154,Mikko,mikkoncol,@0hgituya itu d brainly lo udh ngsih jwbn astaghfirullah,2022-08-23 12:44:30+00:00,1.0
667,667,1561951980280741888,Abiyyu ,PadantyaAbiyyu,@jhonbu345 @dennisbawole13 Orang jago ya pake Brainly lahhh,2022-08-23 05:42:26+00:00,1.0
669,669,1561935287915532288,changbin,SOBCHANGBIN,@YAOIBASERP yuk sini kita cari jawabnya di brainly,2022-08-23 04:36:06+00:00,1.0
673,673,1561744782699155456,ryazry,decaprioallegra,"ayo tugas serang gue, gue udah siap buka brainly",2022-08-22 15:59:06+00:00,1.0
676,676,1561722997610024961,Ken_(K/ia),stillalive101,@meggumif Tanya brainly aja.,2022-08-22 14:32:32+00:00,1.0
677,677,1561714155203461120,Eliodora.,fairiescent,@delicatous brainly dan mas dayat adalah jalan keluarnya,2022-08-22 13:57:24+00:00,1.0
692,692,1561344377955307520,Ai,pls_mypriv,@padukagibran Tanya jawabannya di brainly gib,2022-08-21 13:28:02+00:00,1.0
693,693,1561333312643547137,Key Luviana,keyluvee,Kudu buka Brainly karena lupa Sistem Bilangan Non-Biner apa saja :’) https://t.co/hKXXyhdUwg,2022-08-21 12:44:04+00:00,1.0
703,703,1561030675008229377,Kevlar ,enwuuo,"@xiaourus @convomfs cari deh, nama aplikasinya brainly",2022-08-20 16:41:30+00:00,1.0
720,720,1560840442417389568,Lusi🌸,lusisilusilu,@sbyfess cb tnya brainly,2022-08-20 04:05:35+00:00,1.0
733,733,1560500608339087360,Nurjanah (NJ),smnurjanah,"@lilismisna Brainly ini kek rindu, candu :"")
Ngelepasin anak dari Brainly tu.......... Sekarang sekolah jg bawa dan pakai HP buat tingkat SMA",2022-08-19 05:35:12+00:00,1.0
741,741,1560260191316090880,🍠,qytealaa,@tanyakanrl makasi brainly,2022-08-18 13:39:52+00:00,1.0
743,743,1560256192881930240,Ruuuiiii!,ruiIicious,"@ssefnum Roboguru, tapi kemaren aku ngecek brainly pas ngajar, yang sekarang juga terpercaya sih..",2022-08-18 13:23:59+00:00,1.0
746,746,1560220659602509825,uiuiu,otwtipes,@tanyakanrl terima kasih brainly,2022-08-18 11:02:47+00:00,1.0
767,767,1559756197657722882,Aya🦖,madeby_aya,memank brainly penyelamat para pelajar indonesya🙏🏻👍🏻,2022-08-17 04:17:11+00:00,1.0
781,781,1559410799156031488,sher || haechan au 📌,jjoannshre,brainly ini membuat saya tbtb jadi pintar emteka https://t.co/7XthrSdpli,2022-08-16 05:24:41+00:00,1.0
787,787,1559156690909790209,Ajun,txtyeomnjun,@chimonisasi gpp ada brainly,2022-08-15 12:34:57+00:00,1.0
800,800,1558721514023059461,sejun #zephyr,itzsejun,@cixbaej Hahah plotwistnya gitu amat dah hahaha cari rumus mah mudah di brainly aja hahhaa,2022-08-14 07:45:43+00:00,1.0
806,806,1558458094970998786,❄︎ 로제 #SHUTDOWN,rolsej,Ko bener? Nanya ke brainly ya? https://t.co/M3ieECzCeF,2022-08-13 14:18:59+00:00,1.0
837,837,1557601381753982976,🌗,1203vseverybody,@erphemere ntar agak sorean pasti di brainly ada kokk :'),2022-08-11 05:34:42+00:00,1.0
838,838,1557596152941674496,Chik,buahpirdanapel,Gue nyari pw nya eh ada di brainly dimas anjay mabar https://t.co/fjcf6c6BCh,2022-08-11 05:13:56+00:00,1.0
857,857,1557223801905348609,igela,jaeminwle,kalo kagak paham lu tanya brainly dah,2022-08-10 04:34:20+00:00,1.0
858,858,1557219247461650434,odi,disauyang,@moonareas tnya brainly,2022-08-10 04:16:14+00:00,1.0
863,863,1556989083628343296,Kei FB BANHH,saeky0u,"@Gennarrumi Mana gue tau anceritt, coba km tanya brainly knp hujan turun",2022-08-09 13:01:39+00:00,1.0
868,868,1556938989902663680,Savero.,saverocn,Cari jawaban di brainly. https://t.co/CvCk0RZXTu,2022-08-09 09:42:36+00:00,1.0
869,869,1556844474885517312,respati,Arush691,@ashfiyatedaa km tnya brainly ajh ak jd takut jd ny,2022-08-09 03:27:02+00:00,1.0
872,872,1556717318956544000,User15182931107,Syaitonirojiim,@awrnsz Cari di Brainly aja kak,2022-08-08 19:01:45+00:00,1.0
876,876,1556634737984548864,dillllll,gooddayy_11,@razenstark @arkanstvn ada brainly semua masalah tgs teratasi wkwkwk,2022-08-08 13:33:37+00:00,1.0
881,881,1556497715944513536,kejia,onlykej,beneran hari ini temen gue google sm brainly doang,2022-08-08 04:29:08+00:00,1.0
887,887,1556304406185795585,Jooyul,_JooyulWon_,"@enyllowon Semangat deh lu, brainly aja",2022-08-07 15:40:59+00:00,1.0
892,892,1556172513717104640,JS.,dnouma,@Our_Trauma brainly penyelamat hidup,2022-08-07 06:56:54+00:00,1.0
893,893,1556170095596285952,YH.,youenghoon,@Our_Trauma brainly adalah sahabatku,2022-08-07 06:47:17+00:00,1.0
2,2,1568716280278163456,the Almánzar's quotes hourly,dailyalmnzrs,"my mom: harus jujur, di kerja kuliah nanti gabisa nyotek² me: oke also me: brainly, photomath, google",2022-09-10 21:41:21+00:00,2.0
4,4,1568705194866909187,Gak dulu,gakdolo,"RT @urikaeureka: @Hana_restu20 @howlisheet @LycentusProm @infotwitwor_ Mjb, yg paling lucu itu ada bahan debat dia yg dia copas dri brainly…",2022-09-10 20:57:18+00:00,2.0
6,6,1568684916266921984,heyyo,tiramisyuwww,WKWKWKW MANA COPASNYA DARI BRAINLY LAGI😭 https://t.co/d5tTJ1ZS0e,2022-09-10 19:36:43+00:00,2.0
7,7,1568662565391302658,ciaa •kinda ia•,Selendpty,lagi sibuk copas dari brainly https://t.co/3Mnt2X0dp8,2022-09-10 18:07:54+00:00,2.0
8,8,1568661463262429184,eka,xelemoon,"pentingnya memparafrase sblm mengutip biar ga ketauan copas, dari brainly lgi😔 https://t.co/U3X1cmGU0U",2022-09-10 18:03:31+00:00,2.0
10,10,1568657412089061376,ᴘᴏsᴇɪᴅᴏɴ,heyitsposeidon_,ni mba nya katanya calon guru.. nanti di kelas ngasi pertanyaan nyari dulu di brainly kah.. nanti nyari jawaban bareng2 sm murid nya di brainly kah.. https://t.co/MzeriGhatH,2022-09-10 17:47:25+00:00,2.0
11,11,1568656529666244610,rool,Benerrbenerr,@ratcunmu @AREAJULID Mana brainly lagi,2022-09-10 17:43:55+00:00,2.0
14,14,1568653038788935680,nosecretbutprivate,oreoreokw,"@infotwitwor_ @crescendojimin lucunya tuh udah ketahuan copas brainly tp gak ngaku, malah denial😭😭 padahal ketikan aja udah plek ketiplek persis sama begitu wkwk",2022-09-10 17:30:03+00:00,2.0
15,15,1568652657589616640,nosecretbutprivate,oreoreokw,"@indra24 @eka_Priha @infotwitwor_ isi bab 2 nya dari brainly kak😔 dafpusnya jadi nanti ada 2, ""menurut saya...."" dan ""brainly""",2022-09-10 17:28:32+00:00,2.0
19,19,1568646476552871937,Ge,besteuboy,@youtubwe eh tp dia paraprase dikit kok itu dokternya dia huruf pertamanya kapital kalo di brainly huruf kecil. https://t.co/xwKV90VkgL,2022-09-10 17:03:58+00:00,2.0
21,21,1568642154205151232,alee kinda ia,towlust,"@Askrlfess sama nder:"") masih bingung gmn hidup kuliah ki tanpa brainly",2022-09-10 16:46:48+00:00,2.0
22,22,1568634363100930050,elen,velenciaaaa,"@collegemenfess klompok gua ada wktu itu 1, bner bner gda kontribusinya sama sekali, ngomongin cowooo mulu, ga masalah gua kalo bener ngerjainnya, bagi tugas aja malah dia cari di brainly😭, ujungnya ga kepake samsek jawabannya, pen gua tegur cuma masi baru jd temen",2022-09-10 16:15:50+00:00,2.0
24,24,1568630161951850497,Hansha,hansecstasy,"Eriska. Kata gue mending lu mulai baca baca gimana buat proposal, jurnal sama penyusunan skripsi. Dimana sumbernya gabisa comot dari blogspot, brainly, atau semacamnya🤌🏻

Nanti kamu dilibas sama dospemmu nyangkal lagi pake kalimat sakti ""anak pertama dan Scorpio""🤌🏻",2022-09-10 15:59:09+00:00,2.0
25,25,1568621085893210112,qys | SPOTIFY OPEN,filmitgo,"RT @filmitgo: mba Eriska debat sama ners pakai ilmu brainly wkwkwk mending relax dulu deh pakai SPOTIFY PREMIUM, YUK AMAN DAN LEGAL 1 BULAN…",2022-09-10 15:23:05+00:00,2.0
26,26,1568620454537232384,damn,dikaamn_,"@OHMYV3NUS nyarinya di brainly, biar sama kek eriska kemaren",2022-09-10 15:20:34+00:00,2.0
28,28,1568614355377455110,her,yourbabyayas,"kgn bgt cari jawaban di brainly, bukan di jurnal😔☝️",2022-09-10 14:56:20+00:00,2.0
29,29,1568613782301331462,pita,akusiapa__55,@ratcunmu @AREAJULID kok bisa copas brainly 😭 aku aja kalo nyari jawaban di brainly sering salah,2022-09-10 14:54:03+00:00,2.0
30,30,1568613247888273414,aku,rgnaptr,"RT @TheRed_Wizard: @hazelnutrain @infotwitwor_ Gugel pasti itu, brainly nongol paling atas. 
Ada kah yg kenal mbak2 Scorpio ini di RL, Depo…",2022-09-10 14:51:56+00:00,2.0
34,34,1568600042206035972,#ThankyouTuchel,ariefbros,"Sekarang kalo nyari jawaban jangan pake brainly, udah banyak yang tau https://t.co/fyRT1AmTvO",2022-09-10 13:59:27+00:00,2.0
35,35,1568599289533956097,Pras,acetinalamine,Jawaban tutor ga ada di brainly apa?,2022-09-10 13:56:28+00:00,2.0
38,38,1568591027501699072,ً vin! 🐱 fb yh mniezzz,jaemhist,BRAINLY WKWKWKWK https://t.co/lpcBAL7A1s,2022-09-10 13:23:38+00:00,2.0
39,39,1568585933943115780,ryn ! 🅴 | FOSSORA OUT SEPT 30TH 🍄,rynark,@dduuhb @infotwitwor_ pake brainly bgt lagi 💀💀,2022-09-10 13:03:24+00:00,2.0
43,43,1568571033388711937,ryuu,mytsuitta,Eriska😭😭 sampe nyari jawaban di brainly loh😭 https://t.co/ia6TRYPvlM,2022-09-10 12:04:11+00:00,2.0
44,44,1568570499625787397,English with Miss Ririn,hermionyyye,"@afrkml Top global Brainly user mah dia wkwkwk, seriusan ngakak bgt liat replies-an dia 😭",2022-09-10 12:02:04+00:00,2.0
47,47,1568565514603208705,Syaa🌙,Jijelily3010,"Gimana nanti kalau skripsian? Masa ambil sumbernya dari brainly 😓😓
https://t.co/FcrsqBZCwY",2022-09-10 11:42:15+00:00,2.0
50,50,1568562963451383808,Mase Runner 🏃,Adimskii,@hnybnnys Ngakak waktu ke gap dpt jawaban di brainly wkwk,2022-09-10 11:32:07+00:00,2.0
51,51,1568562713655394305,Juan,CeOofjoe,"Sekarang nyari jawaban kudu nyari jurnal dulu huhuhu
Kenapa ngga ada brainly versi kuliah siii???",2022-09-10 11:31:08+00:00,2.0
54,54,1568561321549139968,Fierce Lion,Whi_Lion,@infotwitwor_ Opini yg copas dari brainly😭,2022-09-10 11:25:36+00:00,2.0
55,55,1568560077040406530,nasigorengkaretdua,bentarmauminum,PLIS INI NGAKAK BNGT KETAUAN COPAS DR BRAINLY LO😭😭😭 https://t.co/EgX8jjT6XQ,2022-09-10 11:20:39+00:00,2.0
56,56,1568559090095525894,Nikennn,Niken_2508,@hnybnnys Blio ni yg debat tp copas brainly kan 😭,2022-09-10 11:16:44+00:00,2.0
57,57,1568557982950260743,a,tepungpati,Aowkwk copas brainly 💀 https://t.co/HVF5CpRMul,2022-09-10 11:12:20+00:00,2.0
59,59,1568557196270784515,Van || nomin privatter 📌,essevans,@jenjaem0_2313 padahal di google banyak wkwk gapapa timbang nanya di brainly gue yg malu 😭,2022-09-10 11:09:12+00:00,2.0
62,62,1568552969066655744,4,markfshere,WKWKWKWK COPAS BRAINLY😭 https://t.co/dVEoBPXmYR,2022-09-10 10:52:24+00:00,2.0
64,64,1568551190006493184,shey,deIoriell,AKWKWKW COPAS BRAINLY https://t.co/mPJobxnlT8,2022-09-10 10:45:20+00:00,2.0
65,65,1568550925220073478,afida,maungz_,idih buka brainly😭😭😭 https://t.co/cfQQWSXmM5,2022-09-10 10:44:17+00:00,2.0
66,66,1568550917582241792,anya,kkaerinas,@srjanairmineral @myjjaksarang @sendalIjenner @AREAJULID Wkwk dari brainly kan? Ketawa banget bacain dari semalem. Terus dia mention juga kalau dia calon guru. Sampai segitunya banget kenapa ya dia. 😭,2022-09-10 10:44:15+00:00,2.0
67,67,1568550254764761089,ndy,cottonhubby,"@infotwitwor_ lawak bgt mbaknya nyontek brainly, padahal brainless",2022-09-10 10:41:37+00:00,2.0
68,68,1568547848421277698,Van || nomin privatter 📌,essevans,@njmlatte_ terlalu kreatif. untung kaga nanya di brainly,2022-09-10 10:32:03+00:00,2.0
77,77,1568533614308261889,🌥,fairyhnie,MALU BGT BRAINLY https://t.co/E4HAH1KB4X,2022-09-10 09:35:30+00:00,2.0
78,78,1568531399711559681,LISGON,MinisterYiyis,GAK TERIMA SSAN WEB BRAINLY ZENIUS ALODOC GEPREK BENSU,2022-09-10 09:26:42+00:00,2.0
80,80,1568527818035982336,Naci.,pufvv,BRAINLY WKWKWKKW https://t.co/8vI5vjCfq3,2022-09-10 09:12:28+00:00,2.0
81,81,1568526785176023042,raa,nanalvme,Copas dari brainly dong wkwk 😭 https://t.co/dJpIBhvs5C,2022-09-10 09:08:22+00:00,2.0
83,83,1568524938155540481,Markii,dailyymarki_,"Kangen masa"" brainly sekarang hrs cari jurnal yg ribet nya kaya tai😃",2022-09-10 09:01:01+00:00,2.0
84,84,1568524739894976515,bbyong 🐯,diseongwu,WKWKWK DARI BRAINLY SATTT 😭😭😭 https://t.co/XdIY7oP91z,2022-09-10 09:00:14+00:00,2.0
87,87,1568513555015823363,thisyourbaes,thisyourbaes1,@cimothy_sky WKWKWKW ga malu apa yak wkwkwkkw MAKE BRAINLY,2022-09-10 08:15:47+00:00,2.0
92,92,1568508410186055680,mel🐰💜,sorrijillowww,LUCU BANGEY TOLONK COPAS BRAINLY????#?@;*;$(#😭😭😭😭😭😭😭😭😭😭😭 https://t.co/bjnxPIPbbY,2022-09-10 07:55:21+00:00,2.0
94,94,1568503564166926336,linʇ • 🌼,llinntge,"@tebakhurufx @infotwitwor_ Wkwk data dia dari brainly, bukannya kuliah udah mulai setidaknya pake kata ""pdf"" diakhir kalo search biar dapet jurnal💀",2022-09-10 07:36:05+00:00,2.0
95,95,1568502747917594626,casa,everaythings,@megntion MANA ARGUMENNYA COPAS BRAINLY LAGI WKWKWKWKW CAPE,2022-09-10 07:32:51+00:00,2.0
98,98,1568496025018716160,ubi,busanned,@leadersenthu mana copasnya dari brainly lagi🥲,2022-09-10 07:06:08+00:00,2.0
99,99,1568495091819610112,damn,harderrrrrrrrr,ngakak banget copas brainly https://t.co/AUJednObUr,2022-09-10 07:02:25+00:00,2.0
100,100,1568494680480030723,Adel,YASlNTA,COPAS BRAINLY AHAHA KOMEDI BGT ERISKA NI https://t.co/36zvghCcsZ,2022-09-10 07:00:47+00:00,2.0
102,102,1568494054887034885,✿ * · free tag,myoiminy,anying copas brainly malu bgt https://t.co/deHLkcPp7I,2022-09-10 06:58:18+00:00,2.0
103,103,1568493933382238209,rama,ugawasora,NYARI DI BRAINLY WKWKWKEKEK https://t.co/Vrs1eOSn8Q,2022-09-10 06:57:49+00:00,2.0
104,104,1568493833650081793,🍰,nrhwkhyrn,@infotwitwor_ Masih sempet serrch brainly bengek banget yatuhan hahaha😭,2022-09-10 06:57:25+00:00,2.0
105,105,1568493267892961280,ᵛᵏreeᵇʷ,ggukmetawins,smstr 5 tp sumber literaturnya BRAINLY😭🙏🏼 https://t.co/ZcGaU0PwvY,2022-09-10 06:55:10+00:00,2.0
106,106,1568491660769894400,aku remahan,monde_serena,"@ameowperson Wkwkwk... sak durunge pelajaran, kon buka brainly 🤣",2022-09-10 06:48:47+00:00,2.0
114,114,1568482680194633732,doyiie🐰,jenoleenoona,Wkwkwkw calon guru masa search kudu brainly si😭 nanti kamu kalo ditanyai muridmu masak kudu buka brainly dulu🙏 lebih pinter muridnya nanti kayaknya🙏 semoga aku kalo keterima jadi guru (gtw kapan krn dah cape nglamar wkwk) nanti tidak sotau seperti dia😭🙏 https://t.co/2H20f5lHSj,2022-09-10 06:13:06+00:00,2.0
116,116,1568480935745826816,inai curtis,ianpurnama_,@upilpil @erfinov98_ Guru brainly wajar ahaha,2022-09-10 06:06:10+00:00,2.0
118,118,1568480387999084544,u l i,uIzangg,BUSETTT COPAS DARI BRAINLY GAK TUH 😭😭😭 https://t.co/tsOui3EolD,2022-09-10 06:04:00+00:00,2.0
119,119,1568479567895236608,ind. kata gw sih lo harus nonton Little Women.,cocacolabeen,JANJI GA COPAS BRAINLY😭☝ https://t.co/5iN6gIBhgK,2022-09-10 06:00:44+00:00,2.0
120,120,1568479425276280833,❍ Cimol Nguap ❍,sbtgenssprod,KETAWA BGT PAKE BRAINLY https://t.co/KcOLecS0Yt,2022-09-10 06:00:10+00:00,2.0
121,121,1568478323323604995,tidak boleh kosong,apaasiii__,@infotwitwor_ Ngakak copas di brainly😭😭😭,2022-09-10 05:55:47+00:00,2.0
126,126,1568475268012212225,slai olai,amorsalt,Awokwowkowwk brainly😭 https://t.co/nbn8aDPpQv,2022-09-10 05:43:39+00:00,2.0
128,128,1568472636908531712,iyen,findingmahae,@hyuckforever debatnya kocak anjrit brainly vs jurnal,2022-09-10 05:33:12+00:00,2.0
130,130,1568471497320308736,ini depi ● kinda ia,bulnoriyawy,"Gue pernah punya temen satu spesies kek eriska, dan rasanya tuh tiap hari pengen gulung gulung sambil nangis di lapangan. User brainly, use google, tp dengan pedenya ngajarin temen temen yang lain. Like, ""pedoman lo cuma hp kok bisa bisanya lo sok-sok an ngajarin mereka?""",2022-09-10 05:28:40+00:00,2.0
140,140,1568465953389957127,🦋,orchidoniq,yg bagian copas brainly ini ngakak banget sih 😭 https://t.co/Mgzu9vXgYu,2022-09-10 05:06:38+00:00,2.0
141,141,1568465612816666624,kucing pecian,jaykikesal,Wkwkwk copas brainly 😭😭 https://t.co/YnZCVz4BIL,2022-09-10 05:05:17+00:00,2.0
142,142,1568464688740192256,D-? 🦋 // kinda ia,Bubblebeexy,"Ngakak bgt, copas dri brainly 😭😭😭😭😭😭 https://t.co/XDmm1aLjcR",2022-09-10 05:01:37+00:00,2.0
143,143,1568463791838621697,gt🌠 @ stresso,raideans,Ngakak copasny dri brainly... https://t.co/TuNUH2MIIK,2022-09-10 04:58:03+00:00,2.0
145,145,1568462915631747074,☆,ven5i,WKWKWK COPAS DRI BRAINLY DONG...💀😭 https://t.co/piyhpEFcVK,2022-09-10 04:54:34+00:00,2.0
155,155,1568453284696059904,domar 🌒,screedipai,ya Allah copasnya dari brainly banget 😭 https://t.co/0nSeiDpTtc,2022-09-10 04:16:18+00:00,2.0
158,158,1568452301505044489,ُ 🏎️ | streaming #ForeverOnly⌛,KnowDouun,@wethealblow Bener banget mana sempet ke gep copas dari brainly juga data yg dia kasih dari artikel internet haduh😭 kasian tapi ya dia kaga mau ngalah,2022-09-10 04:12:23+00:00,2.0
164,164,1568449172399095809,chamet ia dikit,naravyit,APAANSIII SUMPAH 😭😭😭😭😭 JANJI GA DARI BRAINLY? 😭☝🏻 https://t.co/qGsIxynRRp,2022-09-10 03:59:57+00:00,2.0
166,166,1568447344450093062,Silverwood.jasmine,muridmakheenim,"@cimothy_sky Katanya dia calon guru, kok pakek brainly?",2022-09-10 03:52:41+00:00,2.0
167,167,1568447016103202819,fafa. ♡,crotchsicker,"@convomf 10. Aku liat di brainly kok malah dijawab nasi goreng anjrit 😭
12. Keripik singkong kusuka",2022-09-10 03:51:23+00:00,2.0
196,196,1568427782430167040,knock knock,whooistheree,@infotwitwor_ copas dr brainly bgt g tuh😭,2022-09-10 02:34:57+00:00,2.0
205,205,1568421953589104640,👀,sftbey,Ya Allah dr brainly😭😭😭😭 https://t.co/kYHPVVhaNe,2022-09-10 02:11:48+00:00,2.0
206,206,1568421916201066497,sheilla,takatpa,@notdmx Lucu parah si dari brainly 😭😭,2022-09-10 02:11:39+00:00,2.0
210,210,1568418774520573952,sha,ppeachss14,@infotwitwor_ BISA BISA NYA NYARI JAWABAN D BRAINLY WKAKWKAKAAK,2022-09-10 01:59:10+00:00,2.0
211,211,1568418219173761024,mayz ⤮ MAXIDENT,yoohseungg,DARI BRAINLY ANDJHSWUWHDGHE https://t.co/nhk3Y2SMSZ,2022-09-10 01:56:57+00:00,2.0
215,215,1568416690790367233,a learner🌸,imyouroje,BRAINLY BGT GA TUH https://t.co/jHINtydKLw,2022-09-10 01:50:53+00:00,2.0
216,216,1568416444211425280,clementine,prehgyu,NGAKAK BANGET ANJIR NYARI DI BRAINLY KAYA GUE PAS SMP https://t.co/k9p0Q2TDzJ,2022-09-10 01:49:54+00:00,2.0
217,217,1568415567132114944,Nis~ 🥂🍻🍺,Aegyochan1,"@infotwitwor_ Yang menjadi pertanyaan apa sebagai mahasiswa dia gapernah dengerin atau di kasih tau bahwa berdebat make brainly itu ga relevan? 😂 Orang tugas aja gaboleh ngutip brainly, artikel dkk harus jurnal biasanya.",2022-09-10 01:46:25+00:00,2.0
225,225,1568411525651771392,nat,txtmaqic,WKWKWKKWWK COPAS DARI BRAINLY https://t.co/QXsbhemdaQ,2022-09-10 01:30:22+00:00,2.0
231,231,1568408882539823104,c,cheesqy,brainly 😭😭😭 jujur ini same energy as dramanya shafa yg kader golkar itu https://t.co/OcfNSI1kEe,2022-09-10 01:19:51+00:00,2.0
232,232,1568408041623797761,"han, S.Kd 🎪 •• kinda ia",xsyeulova,brainly😭😭😭 dah gitu msih ga ngaku https://t.co/y23X4qyhyX,2022-09-10 01:16:31+00:00,2.0
235,235,1568406722909450241,✦ Cy ✦,bluebericiskeq,WKWKWK COPAS BRAINLY https://t.co/E2jItC7Hb0,2022-09-10 01:11:16+00:00,2.0
236,236,1568405978785398786,natasha,yeuriems,"@infotwitwor_ brainly: ""maaf kalau salah🙏""",2022-09-10 01:08:19+00:00,2.0
238,238,1568405599892951042,ochi / free tag,yoshiunbraw,Wkwk brainly anjhggvyu https://t.co/8kIScne3BI,2022-09-10 01:06:49+00:00,2.0
240,240,1568404157857660929,fay.,yeocchin,HAHAHAH JAWABAN DR BRAINLY NGAKAK https://t.co/d6SFSLFagC,2022-09-10 01:01:05+00:00,2.0
243,243,1568402991040073728,🦄,Heldaaprilianti,mending diem deh mbak sampe copas dari brainly loh😭 https://t.co/pXYL8yiTjr,2022-09-10 00:56:27+00:00,2.0
246,246,1568402489401290754,jel,dazzlesunn,puncak komedi bgt copas brainly 😭😭 https://t.co/KCocc81jzM,2022-09-10 00:54:27+00:00,2.0
250,250,1568396233722691585,bbÿ,alifiaadayang,@hazelnutrain @infotwitwor_ NGAKAK BGT tp kok bisa kepikiran search jawaban di brainly ya😭😭😭🥲🤣🤣,2022-09-10 00:29:36+00:00,2.0
352,352,1568211623164395523,HWI.,Eunhpwi,@bomiunn Kapan mau jadi ceo brainly?,2022-09-09 12:16:01+00:00,2.0
360,360,1568186908827881473,pegawaikerajaan,Randitamaaa,Sma? Aneh bener masa sma gaboleh bawa hp. Kan bisa buat brainly https://t.co/bYMvu0KBGw,2022-09-09 10:37:49+00:00,2.0
361,361,1568184691643265024,ｈｕａｒｕ　花 🍁,polcaesthetic,Klo di brainly ada sistem poin ny jg kn ya,2022-09-09 10:29:00+00:00,2.0
367,367,1568145638638120960,Fia 🐯🍀🤖,hikumachi_,"@treasuremenfess Udah kaya brainly ya nder
""Maap kalo salah"" 😭",2022-09-09 07:53:49+00:00,2.0
374,374,1567852312831602692,kin,renjleyy_,terkadang jawaban teman sperti brainly saat kita bertanya,2022-09-08 12:28:15+00:00,2.0
375,375,1567846020868079618,Film semi bokep thailand korea jepang cina diblok,FDiblok,apa desain pola lantai yang digunakan pada tari pendet jelaskan brainly,2022-09-08 12:03:15+00:00,2.0
